"ID","uso_internet","sexo","edad","estudios"
"1345",1,"Mujer",42,"Maestría"
"1346",1,"Mujer",27,"Maestría"
"1347",0,"Mujer",76,"Primaria"
"1348",0,"Mujer",75,"Primaria"
"1349",0,"Hombre",73,"Secundaria"
"1350",1,"Mujer",39,"Maestría"
"1351",0,"Hombre",27,"Form Profesional"
"1352",0,"Hombre",60,"Primaria"
"1353",1,"Mujer",24,"Maestría"
"1354",1,"Hombre",42,"Maestría"
"1355",1,"Hombre",57,"Maestría"
"1356",1,"Hombre",31,"Maestría"
"1357",0,"Hombre",80,"Primaria"
"1358",0,"Hombre",25,"Primaria"
"1359",0,"Mujer",78,"Primaria"
"1360",1,"Hombre",49,"Form Profesional"
"1361",1,"Mujer",50,"Maestría"
"1362",1,"Hombre",38,"Universitarios"
"1363",1,"Mujer",36,"Maestría"
"1364",1,"Mujer",24,"Universitarios"
"1365",1,"Hombre",32,"Maestría"
"1366",1,"Hombre",25,"Maestría"
"1367",1,"Mujer",26,"Maestría"
"1368",0,"Mujer",68,"Secundaria"
"1369",0,"Hombre",65,"Universitarios"
"1370",0,"Hombre",65,"Primaria"
"1371",0,"Mujer",78,"Sin estudios"
"1372",1,"Mujer",19,"Secundaria"
"1373",1,"Hombre",52,"Form Profesional"
"1374",0,"Mujer",57,"Primaria"
"1375",1,"Hombre",55,"Secundaria"
"1376",1,"Mujer",28,"Form Profesional"
"1377",1,"Hombre",30,"Form Profesional"
"1378",1,"Mujer",40,"Universitarios"
"1379",1,"Hombre",24,"Primaria"
"1380",0,"Mujer",80,"Sin estudios"
"1381",1,"Mujer",27,"Form Profesional"
"1382",1,"Hombre",22,"Form Profesional"
"1383",1,"Mujer",48,"Primaria"
"1384",1,"Mujer",20,"Primaria"
"1385",1,"Mujer",48,"Secundaria"
"1386",1,"Mujer",39,"Form Profesional"
"1387",1,"Hombre",35,"Secundaria"
"1388",1,"Hombre",51,"Primaria"
"1389",1,"Hombre",33,"Primaria"
"1390",0,"Mujer",70,"Primaria"
"1391",1,"Hombre",35,"Secundaria"
"1392",1,"Mujer",29,"Maestría"
"1393",1,"Mujer",37,"Maestría"
"1394",1,"Hombre",52,"Primaria"
"1395",0,"Hombre",55,"Secundaria"
"1396",1,"Mujer",24,"Secundaria"
"1397",1,"Hombre",18,"Secundaria"
"1398",0,"Mujer",60,"Secundaria"
"1399",1,"Hombre",34,"Form Profesional"
"1400",1,"Hombre",44,"Maestría"
"1401",1,"Mujer",69,"Maestría"
"1402",1,"Hombre",32,"Secundaria"
"1403",1,"Mujer",34,"Maestría"
"1404",1,"Hombre",49,"Universitarios"
"1405",1,"Mujer",40,"Maestría"
"1406",1,"Mujer",42,"Maestría"
"1407",1,"Mujer",34,"Form Profesional"
"1408",1,"Hombre",53,"Secundaria"
"1409",1,"Hombre",22,"Form Profesional"
"1410",1,"Hombre",34,"Secundaria"
"1411",0,"Mujer",70,"Primaria"
"1412",0,"Mujer",45,"Primaria"
"1413",1,"Hombre",40,"Universitarios"
"1414",0,"Mujer",45,"Primaria"
"1415",1,"Hombre",18,"Primaria"
"1416",1,"Mujer",34,"Secundaria"
"1417",0,"Hombre",64,"Primaria"
"1418",0,"Hombre",74,"Primaria"
"1419",1,"Hombre",34,"Primaria"
"1420",0,"Hombre",47,"Primaria"
"1421",1,"Hombre",28,"Form Profesional"
"1422",1,"Mujer",55,"Primaria"
"1423",1,"Mujer",32,"Secundaria"
"1424",1,"Mujer",35,"Form Profesional"
"1425",0,"Mujer",74,"Sin estudios"
"1426",0,"Hombre",76,"Primaria"
"1427",0,"Mujer",40,"Sin estudios"
"1428",1,"Hombre",52,"Secundaria"
"1429",0,"Mujer",57,"Primaria"
"1430",1,"Hombre",29,"Form Profesional"
"1431",1,"Hombre",40,"Primaria"
"1432",1,"Mujer",38,"Universitarios"
"1433",1,"Mujer",42,"Maestría"
"1434",1,"Mujer",22,"Universitarios"
"1435",1,"Mujer",47,"Primaria"
"1436",1,"Hombre",28,"Primaria"
"1437",1,"Hombre",21,"Universitarios"
"1438",1,"Mujer",30,"Form Profesional"
"1439",1,"Hombre",40,"Primaria"
"1440",1,"Mujer",36,"Secundaria"
"1441",0,"Hombre",58,"Primaria"
"1442",1,"Hombre",36,"Maestría"
"1443",1,"Mujer",18,"Primaria"
"1444",0,"Mujer",48,"Primaria"
"1445",1,"Mujer",34,"Secundaria"
"1446",1,"Mujer",32,"Maestría"
"1447",1,"Hombre",27,"Secundaria"
"1448",0,"Hombre",83,"Primaria"
"1449",0,"Mujer",35,"Primaria"
"1450",0,"Hombre",52,"Primaria"
"1451",1,"Mujer",54,"Primaria"
"1452",0,"Mujer",25,"Secundaria"
"1453",0,"Mujer",66,"Primaria"
"1454",1,"Hombre",22,"Form Profesional"
"1455",1,"Mujer",47,"Secundaria"
"1456",0,"Mujer",50,"Primaria"
"1457",1,"Mujer",25,"Primaria"
"1458",0,"Mujer",40,"Primaria"
"1459",0,"Mujer",59,"Secundaria"
"1460",1,"Hombre",26,"Maestría"
"1461",0,"Hombre",95,"Primaria"
"1462",1,"Mujer",63,"Secundaria"
"1463",0,"Mujer",65,"Primaria"
"1464",1,"Mujer",33,"Maestría"
"1465",0,"Mujer",48,"Primaria"
"1466",0,"Hombre",63,"Primaria"
"1468",1,"Mujer",36,"Universitarios"
"1469",1,"Hombre",56,"Form Profesional"
"1470",0,"Hombre",48,"Primaria"
"1471",0,"Mujer",37,"Primaria"
"1472",1,"Mujer",45,"Form Profesional"
"1473",0,"Hombre",59,"Primaria"
"1474",0,"Hombre",73,"Sin estudios"
"1475",0,"Hombre",71,"Primaria"
"1476",0,"Mujer",66,"Primaria"
"1477",0,"Hombre",60,"Primaria"
"1478",0,"Mujer",60,"Primaria"
"1479",1,"Mujer",38,"Form Profesional"
"1480",1,"Hombre",27,"Primaria"
"1481",1,"Mujer",33,"Secundaria"
"1482",1,"Hombre",22,"Universitarios"
"1483",0,"Mujer",70,"Primaria"
"1484",1,"Hombre",21,"Universitarios"
"1485",1,"Hombre",63,"Primaria"
"1486",1,"Hombre",41,"Maestría"
"1487",1,"Hombre",27,"Form Profesional"
"1488",1,"Mujer",87,"Secundaria"
"1489",0,"Hombre",75,"Primaria"
"1490",1,"Mujer",57,"Maestría"
"1491",1,"Mujer",39,"Form Profesional"
"1492",1,"Hombre",53,"Maestría"
"1493",1,"Mujer",52,"Maestría"
"1494",1,"Hombre",26,"Maestría"
"1495",1,"Mujer",38,"Form Profesional"
"1496",0,"Mujer",65,"Primaria"
"1497",1,"Hombre",41,"Maestría"
"1498",1,"Hombre",64,"Primaria"
"1499",1,"Mujer",33,"Primaria"
"1500",1,"Mujer",24,"Form Profesional"
"1501",1,"Hombre",34,"Primaria"
"1502",1,"Mujer",38,"Secundaria"
"1503",1,"Hombre",57,"Maestría"
"1504",0,"Hombre",80,"Sin estudios"
"1505",0,"Mujer",59,"Sin estudios"
"1506",1,"Hombre",27,"Primaria"
"1507",1,"Hombre",39,"Form Profesional"
"1508",1,"Mujer",32,"Universitarios"
"1509",1,"Mujer",24,"Form Profesional"
"1510",0,"Mujer",55,"Primaria"
"1511",1,"Hombre",20,"Universitarios"
"1512",1,"Hombre",50,"Maestría"
"1513",1,"Mujer",36,"Maestría"
"1514",1,"Hombre",30,"Form Profesional"
"1515",0,"Mujer",72,"Sin estudios"
"1516",1,"Mujer",31,"Universitarios"
"1517",0,"Mujer",80,"Sin estudios"
"1518",1,"Hombre",27,"Primaria"
"1519",0,"Hombre",81,"Primaria"
"1520",0,"Mujer",53,"Primaria"
"1521",1,"Hombre",45,"Maestría"
"1522",0,"Mujer",44,"Primaria"
"1523",1,"Mujer",54,"Form Profesional"
"1524",1,"Hombre",30,"Secundaria"
"1525",0,"Mujer",66,"Sin estudios"
"1526",0,"Mujer",64,"Maestría"
"1527",0,"Hombre",53,"Primaria"
"1528",0,"Hombre",61,"Primaria"
"1529",1,"Mujer",23,"Primaria"
"1530",1,"Mujer",31,"Universitarios"
"1531",1,"Hombre",22,"Form Profesional"
"1532",1,"Hombre",28,"Maestría"
"1533",1,"Mujer",25,"Universitarios"
"1534",0,"Mujer",55,"Primaria"
"1535",0,"Hombre",42,"Primaria"
"1536",0,"Mujer",65,"Primaria"
"1537",1,"Hombre",35,"Primaria"
"1538",1,"Hombre",29,"Primaria"
"1539",1,"Mujer",35,"Primaria"
"1540",0,"Mujer",53,"Primaria"
"1541",0,"Hombre",72,"Sin estudios"
"1542",0,"Hombre",45,"Form Profesional"
"1543",1,"Hombre",25,"Form Profesional"
"1544",1,"Mujer",33,"Secundaria"
"1545",0,"Hombre",50,"Primaria"
"1546",0,"Hombre",62,"Primaria"
"1547",1,"Mujer",40,"Universitarios"
"1548",0,"Mujer",71,"Primaria"
"1549",1,"Mujer",38,"Primaria"
"1550",1,"Hombre",23,"Secundaria"
"1551",1,"Mujer",18,"Primaria"
"1552",1,"Hombre",39,"Primaria"
"1553",1,"Mujer",52,"Primaria"
"1554",0,"Mujer",64,"Sin estudios"
"1555",0,"Hombre",75,"Sin estudios"
"1556",1,"Hombre",24,"Form Profesional"
"1557",1,"Mujer",43,"Primaria"
"1558",0,"Hombre",66,"Sin estudios"
"1559",1,"Mujer",33,"Primaria"
"1560",1,"Hombre",27,"Maestría"
"1561",1,"Hombre",37,"Primaria"
"1562",1,"Mujer",44,"Primaria"
"1563",0,"Mujer",63,"Primaria"
"1564",0,"Hombre",70,"Primaria"
"1565",0,"Hombre",36,"Primaria"
"1566",1,"Mujer",19,"Primaria"
"1567",1,"Hombre",51,"Primaria"
"1568",1,"Mujer",28,"Maestría"
"1569",1,"Hombre",31,"Primaria"
"1570",1,"Mujer",27,"Form Profesional"
"1571",0,"Hombre",32,"Primaria"
"1572",0,"Hombre",47,"Primaria"
"1573",0,"Mujer",23,"Form Profesional"
"1574",0,"Hombre",62,"Sin estudios"
"1575",0,"Mujer",73,"Sin estudios"
"1576",0,"Mujer",68,"Sin estudios"
"1577",0,"Mujer",50,"Primaria"
"1578",0,"Hombre",41,"Primaria"
"1579",0,"Hombre",53,"Primaria"
"1580",0,"Mujer",76,"Sin estudios"
"1581",1,"Hombre",18,"Primaria"
"1582",1,"Hombre",32,"Secundaria"
"1583",0,"Mujer",25,"Primaria"
"1584",1,"Mujer",24,"Form Profesional"
"1585",0,"Hombre",43,"Primaria"
"1586",0,"Mujer",40,"Primaria"
"1587",1,"Mujer",28,"Form Profesional"
"1588",0,"Hombre",64,"Sin estudios"
"1589",0,"Mujer",79,"Sin estudios"
"1590",0,"Hombre",31,"Primaria"
"1591",0,"Hombre",46,"Primaria"
"1592",1,"Mujer",35,"Form Profesional"
"1593",0,"Mujer",26,"Primaria"
"1594",1,"Hombre",36,"Primaria"
"1595",0,"Hombre",74,"Sin estudios"
"1596",1,"Hombre",63,"Universitarios"
"1597",1,"Mujer",20,"Secundaria"
"1598",1,"Hombre",26,"Secundaria"
"1599",1,"Mujer",45,"Universitarios"
"1600",1,"Mujer",28,"Maestría"
"1601",0,"Hombre",41,"Primaria"
"1602",0,"Mujer",74,"Sin estudios"
"1603",0,"Mujer",64,"Primaria"
"1604",1,"Hombre",40,"Maestría"
"1605",0,"Mujer",50,"Form Profesional"
"1606",0,"Hombre",71,"Primaria"
"1607",1,"Hombre",34,"Form Profesional"
"1608",1,"Mujer",40,"Form Profesional"
"1609",0,"Mujer",62,"Primaria"
"1610",1,"Hombre",51,"Primaria"
"1611",1,"Mujer",38,"Secundaria"
"1612",0,"Mujer",78,"Sin estudios"
"1613",0,"Mujer",52,"Primaria"
"1614",1,"Mujer",25,"Primaria"
"1615",1,"Hombre",24,"Primaria"
"1616",1,"Hombre",36,"Form Profesional"
"1617",1,"Hombre",33,"Maestría"
"1618",0,"Mujer",67,"Sin estudios"
"1619",0,"Hombre",77,"Sin estudios"
"1621",0,"Mujer",26,"Form Profesional"
"1622",0,"Mujer",55,"Primaria"
"1623",0,"Hombre",57,"Primaria"
"1624",1,"Hombre",39,"Secundaria"
"1625",1,"Mujer",25,"Universitarios"
"1626",1,"Mujer",36,"Secundaria"
"1627",0,"Mujer",75,"Form Profesional"
"1628",1,"Mujer",45,"Universitarios"
"1629",1,"Hombre",20,"Form Profesional"
"1630",1,"Hombre",34,"Secundaria"
"1631",0,"Hombre",69,"Primaria"
"1632",1,"Hombre",52,"Maestría"
"1633",0,"Mujer",28,"Primaria"
"1634",0,"Hombre",43,"Form Profesional"
"1635",1,"Hombre",18,"Secundaria"
"1636",0,"Mujer",62,"Primaria"
"1637",0,"Mujer",48,"Form Profesional"
"1638",1,"Hombre",39,"Primaria"
"1639",0,"Mujer",71,"Primaria"
"1640",0,"Hombre",28,"Primaria"
"1641",1,"Hombre",60,"Secundaria"
"1642",0,"Mujer",23,"Primaria"
"1643",0,"Hombre",72,"Primaria"
"1644",1,"Mujer",40,"Primaria"
"1645",0,"Mujer",79,"Sin estudios"
"1646",0,"Mujer",51,"Sin estudios"
"1647",1,"Hombre",26,"Primaria"
"1648",1,"Hombre",37,"Secundaria"
"1649",1,"Mujer",29,"Primaria"
"1650",0,"Hombre",39,"Secundaria"
"1651",0,"Hombre",61,"Primaria"
"1652",0,"Mujer",53,"Primaria"
"1653",1,"Mujer",33,"Form Profesional"
"1654",1,"Mujer",37,"Secundaria"
"1655",1,"Hombre",58,"Universitarios"
"1656",1,"Hombre",48,"Primaria"
"1657",1,"Hombre",28,"Universitarios"
"1658",0,"Mujer",80,"Sin estudios"
"1659",0,"Hombre",77,"Sin estudios"
"1660",1,"Mujer",53,"Universitarios"
"1661",0,"Hombre",78,"Maestría"
"1662",1,"Hombre",37,"Primaria"
"1663",0,"Hombre",46,"Primaria"
"1664",1,"Mujer",20,"Secundaria"
"1665",1,"Mujer",62,"Maestría"
"1666",1,"Hombre",29,"Form Profesional"
"1667",1,"Mujer",69,"Secundaria"
"1668",1,"Mujer",33,"Universitarios"
"1669",1,"Hombre",34,"Secundaria"
"1670",1,"Hombre",38,"Form Profesional"
"1671",1,"Hombre",45,"Primaria"
"1672",1,"Mujer",36,"Form Profesional"
"1673",1,"Hombre",23,"Form Profesional"
"1674",0,"Mujer",78,"Primaria"
"1675",0,"Hombre",73,"Primaria"
"1676",0,"Mujer",59,"Primaria"
"1677",1,"Mujer",19,"Secundaria"
"1678",1,"Hombre",39,"Form Profesional"
"1679",1,"Mujer",51,"Form Profesional"
"1680",1,"Mujer",37,"Universitarios"
"1681",0,"Mujer",79,"Primaria"
"1682",1,"Hombre",18,"Primaria"
"1683",0,"Hombre",64,"Primaria"
"1684",1,"Mujer",25,"Universitarios"
"1685",1,"Hombre",32,"Primaria"
"1686",1,"Hombre",48,"Secundaria"
"1687",1,"Hombre",57,"Primaria"
"1688",1,"Mujer",25,"Form Profesional"
"1689",0,"Mujer",68,"Primaria"
"1690",0,"Hombre",73,"Primaria"
"1691",1,"Hombre",18,"Primaria"
"1692",1,"Mujer",45,"Form Profesional"
"1693",0,"Mujer",40,"Primaria"
"1694",0,"Mujer",65,"Primaria"
"1695",1,"Mujer",44,"Form Profesional"
"1696",1,"Mujer",68,"Primaria"
"1697",0,"Mujer",72,"Primaria"
"1698",1,"Hombre",47,"Form Profesional"
"1699",0,"Hombre",69,"Primaria"
"1700",0,"Hombre",28,"Primaria"
"1701",1,"Mujer",23,"Universitarios"
"1702",1,"Hombre",64,"Primaria"
"1703",0,"Mujer",31,"Primaria"
"1704",1,"Hombre",51,"Primaria"
"1705",0,"Mujer",41,"Primaria"
"1706",0,"Mujer",80,"Primaria"
"1707",1,"Hombre",54,"Secundaria"
"1708",0,"Mujer",47,"Primaria"
"1709",0,"Hombre",63,"Primaria"
"1710",1,"Hombre",23,"Form Profesional"
"1711",0,"Hombre",60,"Universitarios"
"1712",1,"Hombre",25,"Form Profesional"
"1713",1,"Mujer",39,"Primaria"
"1714",0,"Hombre",44,"Primaria"
"1715",0,"Hombre",45,"Primaria"
"1716",0,"Mujer",87,"Primaria"
"1717",0,"Mujer",51,"Primaria"
"1718",0,"Mujer",73,"Primaria"
"1719",1,"Mujer",21,"Primaria"
"1720",0,"Mujer",51,"Primaria"
"1721",0,"Mujer",41,"Primaria"
"1722",0,"Mujer",68,"Primaria"
"1723",0,"Hombre",74,"Primaria"
"1724",0,"Hombre",35,"Form Profesional"
"1725",1,"Mujer",31,"Maestría"
"1726",0,"Hombre",81,"Sin estudios"
"1727",0,"Mujer",62,"Primaria"
"1728",1,"Hombre",30,"Form Profesional"
"1729",1,"Mujer",42,"Maestría"
"1730",1,"Hombre",32,"Form Profesional"
"1731",1,"Mujer",59,"Primaria"
"1732",0,"Mujer",54,"Primaria"
"1733",1,"Hombre",25,"Form Profesional"
"1734",0,"Mujer",72,"Primaria"
"1735",1,"Mujer",25,"Form Profesional"
"1736",1,"Hombre",39,"Primaria"
"1737",0,"Hombre",76,"Primaria"
"1739",0,"Hombre",56,"Form Profesional"
"1740",0,"Mujer",49,"Primaria"
"1741",0,"Mujer",81,"Form Profesional"
"1742",0,"Mujer",65,"Secundaria"
"1743",0,"Hombre",53,"Primaria"
"1744",0,"Mujer",58,"Primaria"
"1745",0,"Hombre",52,"Primaria"
"1746",0,"Mujer",46,"Primaria"
"1747",1,"Hombre",23,"Secundaria"
"1748",0,"Hombre",62,"Primaria"
"1749",0,"Hombre",48,"Primaria"
"1750",0,"Mujer",75,"Universitarios"
"1751",0,"Hombre",69,"Primaria"
"1752",1,"Mujer",28,"Secundaria"
"1753",1,"Hombre",25,"Primaria"
"1754",1,"Hombre",42,"Primaria"
"1755",1,"Mujer",19,"Secundaria"
"1756",1,"Hombre",58,"Secundaria"
"1757",0,"Mujer",59,"Primaria"
"1758",0,"Mujer",54,"Primaria"
"1759",0,"Hombre",21,"Primaria"
"1760",0,"Hombre",34,"Form Profesional"
"1761",1,"Mujer",52,"Primaria"
"1762",0,"Mujer",82,"Primaria"
"1763",0,"Mujer",29,"Form Profesional"
"1764",0,"Mujer",62,"Primaria"
"1765",0,"Mujer",37,"Primaria"
"1766",0,"Hombre",48,"Primaria"
"1767",1,"Hombre",45,"Maestría"
"1768",0,"Hombre",79,"Primaria"
"1769",0,"Mujer",70,"Primaria"
"1770",0,"Mujer",84,"Primaria"
"1771",0,"Mujer",54,"Primaria"
"1772",0,"Hombre",37,"Primaria"
"1773",0,"Hombre",55,"Primaria"
"1774",1,"Mujer",31,"Universitarios"
"1775",0,"Hombre",72,"Primaria"
"1776",0,"Hombre",68,"Form Profesional"
"1777",1,"Hombre",46,"Form Profesional"
"1778",1,"Hombre",29,"Secundaria"
"1779",1,"Hombre",45,"Maestría"
"1780",0,"Mujer",77,"Primaria"
"1781",1,"Mujer",43,"Secundaria"
"1782",1,"Hombre",22,"Secundaria"
"1783",1,"Hombre",42,"Universitarios"
"1784",1,"Mujer",56,"Secundaria"
"1785",1,"Mujer",34,"Maestría"
"1786",0,"Mujer",73,"Sin estudios"
"1787",1,"Hombre",43,"Primaria"
"1788",1,"Mujer",25,"Primaria"
"1789",1,"Hombre",25,"Maestría"
"1790",1,"Mujer",39,"Form Profesional"
"1791",0,"Hombre",49,"Primaria"
"1792",0,"Mujer",23,"Primaria"
"1793",0,"Mujer",57,"Form Profesional"
"1794",1,"Hombre",56,"Primaria"
"1795",1,"Hombre",19,"Primaria"
"1796",0,"Hombre",43,"Primaria"
"1797",0,"Mujer",44,"Primaria"
"1798",0,"Hombre",59,"Sin estudios"
"1799",0,"Mujer",51,"Sin estudios"
"1800",0,"Hombre",67,"Sin estudios"
"1801",1,"Mujer",30,"Primaria"
"1802",0,"Hombre",26,"Primaria"
"1803",0,"Mujer",69,"Sin estudios"
"1804",1,"Hombre",22,"Primaria"
"1805",1,"Hombre",53,"Form Profesional"
"1806",0,"Mujer",72,"Sin estudios"
"1807",0,"Hombre",31,"Primaria"
"1808",0,"Mujer",61,"Primaria"
"1809",0,"Mujer",48,"Primaria"
"1810",1,"Mujer",24,"Primaria"
"1811",1,"Hombre",35,"Primaria"
"1812",1,"Hombre",35,"Maestría"
"1813",1,"Mujer",29,"Universitarios"
"1814",1,"Mujer",40,"Secundaria"
"1815",1,"Hombre",27,"Primaria"
"1816",0,"Hombre",59,"Primaria"
"1817",0,"Mujer",56,"Primaria"
"1818",1,"Mujer",55,"Maestría"
"1819",0,"Mujer",80,"Universitarios"
"1820",1,"Hombre",19,"Primaria"
"1821",1,"Hombre",66,"Secundaria"
"1822",1,"Mujer",29,"Maestría"
"1823",1,"Mujer",41,"Form Profesional"
"1824",1,"Hombre",55,"Secundaria"
"1825",1,"Hombre",30,"Primaria"
"1826",1,"Hombre",20,"Secundaria"
"1827",0,"Mujer",48,"Form Profesional"
"1828",0,"Mujer",66,"Primaria"
"1829",0,"Mujer",75,"Primaria"
"1830",0,"Mujer",41,"Primaria"
"1831",1,"Hombre",31,"Form Profesional"
"1832",1,"Mujer",34,"Maestría"
"1833",0,"Hombre",43,"Secundaria"
"1834",0,"Hombre",63,"Primaria"
"1835",1,"Hombre",66,"Form Profesional"
"1836",0,"Hombre",64,"Primaria"
"1837",1,"Hombre",52,"Secundaria"
"1838",0,"Mujer",40,"Secundaria"
"1839",1,"Hombre",44,"Primaria"
"1840",0,"Mujer",59,"Primaria"
"1841",0,"Mujer",69,"Form Profesional"
"1842",1,"Mujer",29,"Form Profesional"
"1843",1,"Mujer",19,"Secundaria"
"1844",0,"Hombre",83,"Primaria"
"1845",1,"Hombre",33,"Form Profesional"
"1846",0,"Mujer",64,"Universitarios"
"1847",0,"Hombre",67,"Primaria"
"1848",1,"Hombre",31,"Form Profesional"
"1849",0,"Mujer",50,"Primaria"
"1850",1,"Mujer",24,"Maestría"
"1851",0,"Mujer",80,"Primaria"
"1852",1,"Hombre",37,"Maestría"
"1853",0,"Hombre",54,"Primaria"
"1854",1,"Hombre",39,"Secundaria"
"1855",1,"Hombre",26,"Universitarios"
"1856",1,"Mujer",20,"Secundaria"
"1857",0,"Mujer",60,"Primaria"
"1858",0,"Mujer",69,"Primaria"
"1859",1,"Mujer",34,"Universitarios"
"1860",1,"Hombre",49,"Primaria"
"1861",0,"Hombre",62,"Primaria"
"1862",1,"Mujer",45,"Primaria"
"1863",1,"Hombre",35,"Secundaria"
"1864",0,"Mujer",34,"Form Profesional"
"1865",0,"Hombre",75,"Secundaria"
"1866",0,"Mujer",68,"Primaria"
"1867",0,"Hombre",47,"Primaria"
"1868",1,"Mujer",48,"Secundaria"
"1869",0,"Mujer",44,"Primaria"
"1870",1,"Hombre",25,"Primaria"
"1871",0,"Hombre",42,"Form Profesional"
"1872",1,"Mujer",39,"Maestría"
"1873",0,"Mujer",76,"Primaria"
"1874",0,"Hombre",79,"Primaria"
"1875",1,"Mujer",25,"Primaria"
"1876",1,"Hombre",29,"Primaria"
"1877",0,"Mujer",58,"Sin estudios"
"1878",1,"Hombre",46,"Form Profesional"
"1879",0,"Mujer",74,"Primaria"
"1880",0,"Hombre",68,"Primaria"
"1881",0,"Mujer",77,"Primaria"
"1882",1,"Mujer",25,"Primaria"
"1883",1,"Hombre",21,"Primaria"
"1884",1,"Hombre",38,"Maestría"
"1885",1,"Mujer",52,"Universitarios"
"1886",0,"Mujer",44,"Primaria"
"1887",1,"Hombre",27,"Universitarios"
"1888",1,"Mujer",34,"Primaria"
"1889",0,"Hombre",49,"Primaria"
"1890",1,"Hombre",28,"Primaria"
"1891",0,"Hombre",63,"Primaria"
"1892",1,"Mujer",44,"Universitarios"
"1893",0,"Mujer",56,"Primaria"
"1894",1,"Mujer",21,"Primaria"
"1895",1,"Mujer",70,"Universitarios"
"1896",1,"Hombre",43,"Form Profesional"
"1897",1,"Hombre",45,"Form Profesional"
"1898",0,"Mujer",50,"Primaria"
"1899",1,"Mujer",42,"Universitarios"
"1900",1,"Hombre",19,"Primaria"
"1901",1,"Mujer",31,"Maestría"
"1902",1,"Hombre",33,"Form Profesional"
"1903",1,"Mujer",35,"Universitarios"
"1904",1,"Hombre",62,"Secundaria"
"1905",0,"Hombre",67,"Primaria"
"1906",1,"Mujer",19,"Primaria"
"1907",0,"Mujer",57,"Primaria"
"1908",1,"Hombre",26,"Primaria"
"1909",1,"Mujer",39,"Universitarios"
"1910",0,"Mujer",72,"Primaria"
"1911",1,"Hombre",23,"Primaria"
"1912",1,"Hombre",26,"Primaria"
"1913",0,"Hombre",39,"Form Profesional"
"1914",0,"Mujer",49,"Primaria"
"1915",1,"Mujer",28,"Form Profesional"
"1916",1,"Hombre",23,"Primaria"
"1917",1,"Mujer",25,"Form Profesional"
"1918",0,"Hombre",61,"Primaria"
"1919",0,"Mujer",32,"Primaria"
"1920",0,"Hombre",33,"Secundaria"
"1921",1,"Mujer",34,"Primaria"
"1922",0,"Hombre",68,"Primaria"
"1923",1,"Mujer",42,"Form Profesional"
"1924",1,"Mujer",37,"Form Profesional"
"1925",1,"Hombre",43,"Form Profesional"
"1926",0,"Mujer",93,"Primaria"
"1927",1,"Hombre",40,"Primaria"
"1928",1,"Mujer",18,"Primaria"
"1929",1,"Hombre",62,"Secundaria"
"1930",1,"Mujer",43,"Universitarios"
"1931",0,"Hombre",40,"Primaria"
"1932",0,"Mujer",59,"Primaria"
"1933",0,"Mujer",73,"Primaria"
"1934",1,"Hombre",32,"Form Profesional"
"1935",0,"Hombre",45,"Primaria"
"1936",1,"Mujer",45,"Primaria"
"1937",1,"Hombre",61,"Form Profesional"
"1938",0,"Mujer",66,"Primaria"
"1939",1,"Hombre",55,"Primaria"
"1940",1,"Mujer",50,"Primaria"
"1941",1,"Hombre",50,"Primaria"
"1942",0,"Mujer",39,"Sin estudios"
"1943",0,"Hombre",27,"Primaria"
"1944",0,"Mujer",51,"Primaria"
"1945",0,"Mujer",78,"Form Profesional"
"1946",0,"Mujer",60,"Primaria"
"1947",0,"Hombre",80,"Primaria"
"1948",1,"Mujer",34,"Form Profesional"
"1950",0,"Mujer",69,"Primaria"
"1951",1,"Hombre",27,"Form Profesional"
"1952",0,"Hombre",45,"Primaria"
"1953",0,"Mujer",49,"Form Profesional"
"1954",1,"Hombre",55,"Form Profesional"
"1955",1,"Mujer",44,"Form Profesional"
"1956",1,"Mujer",29,"Maestría"
"1957",1,"Hombre",34,"Maestría"
"1958",0,"Hombre",43,"Primaria"
"1959",0,"Hombre",24,"Primaria"
"1960",1,"Mujer",24,"Form Profesional"
"1961",1,"Mujer",58,"Universitarios"
"1962",0,"Mujer",65,"Primaria"
"1963",1,"Mujer",24,"Maestría"
"1964",1,"Hombre",52,"Form Profesional"
"1965",1,"Mujer",36,"Primaria"
"1966",1,"Mujer",29,"Maestría"
"1967",1,"Hombre",37,"Form Profesional"
"1968",0,"Hombre",70,"Primaria"
"1969",0,"Hombre",86,"Primaria"
"1970",1,"Hombre",25,"Secundaria"
"1971",1,"Mujer",48,"Primaria"
"1972",0,"Hombre",41,"Primaria"
"1973",0,"Hombre",50,"Primaria"
"1974",1,"Mujer",21,"Universitarios"
"1975",0,"Mujer",70,"Primaria"
"1976",1,"Hombre",25,"Form Profesional"
"1977",0,"Hombre",77,"Primaria"
"1978",0,"Mujer",63,"Primaria"
"1979",0,"Hombre",53,"Primaria"
"1980",1,"Mujer",28,"Primaria"
"1981",0,"Mujer",79,"Primaria"
"1982",1,"Mujer",24,"Maestría"
"1983",1,"Mujer",43,"Form Profesional"
"1984",1,"Hombre",24,"Secundaria"
"1985",1,"Hombre",41,"Maestría"
"1986",1,"Mujer",32,"Maestría"
"1987",1,"Hombre",30,"Universitarios"
"1988",1,"Hombre",70,"Maestría"
"1989",1,"Hombre",32,"Maestría"
"1990",0,"Mujer",48,"Maestría"
"1991",1,"Mujer",40,"Form Profesional"
"1992",1,"Mujer",51,"Universitarios"
"1993",0,"Mujer",65,"Primaria"
